,id,PartType,CardText_CardPriority,CardText_Text,CardText_Color,Manufacturer,DispName,CostMod,RarityMod,Priority,TechMod,AttrMod_Damage_Scale,LinkedPrefix,AttrMod_Recoil_PreAdd,AttrMod_FireRate_PreAdd,AttrMod_ClipSize_Scale,CardMod_Damage,CardMod_Recoil,CardMod_FireRate,CardMod_ClipSize,AttrMod_WeaponLevel_PreAdd,AttrMod_AccRegen_Scale,AttrMod_AccMax_Scale,AttrMod_AccMin_Scale,AttrMod_Recoil_Scale,AttrMod_Spread_Scale,TitleText,AttrMod_ReloadSpeed_Scale,CardMod_Spread,AttrMod_FireRate_Scale,AttrMod_Knockback_Scale,AttrMod_ReloadSpeed_PreAdd,CardMod_ReloadSpeed,AttrMod_ProjectileCount_PreAdd,CardMod_ProjectileCount,AttrMod_CritBonus_Scale,CardMod_CritBonus,TitleAddend,AttrMod_ClipSize_PreAdd,AttrMod_MeleeDamage_Scale,LinkedTitle,Tech1_TechLevel,Tech1_LinkedPrefix,Tech1_TechType,Tech1_ProcChance,Tech1_TechCost,Tech1_Bullet,Tech2_TechLevel,Tech2_LinkedPrefix,Tech2_TechType,Tech2_ProcChance,Tech2_TechCost,Tech2_Bullet,Tech3_TechLevel,Tech3_LinkedPrefix,Tech3_TechType,Tech3_ProcChance,Tech3_TechCost,Tech3_Bullet,Tech4_TechLevel,Tech4_LinkedPrefix,Tech4_TechType,Tech4_ProcChance,Tech4_TechCost,Tech4_Bullet,AttrMod_BurstCount_PreAdd,AttrMod_ProjectileCount_Scale,CardMod_BurstCount,AttrMod_MeleeDamage_PreAdd,CardMod_MeleeDamage,AttrMod_ProjectileCount_PostAdd,AttrMod_CritBonus_PreAdd,AttrMod_AmmoRegen_PostAdd,CardMod_AmmoRegen,AttrMod_ZoomEndFOV_Scale,CardMod_ZoomEndFOV,AttrMod_AccMin_PreAdd,AttrMod_DamageNormalized_Scale,AttrMod_HealthRegen_PostAdd,AttrMod_ShotCost_PreAdd,AttrMod_HealthRegen_PreAdd,CardMod_HealthRegen,AttrMod_ProjectileSpeed_Scale,CardMod_ProjectileSpeed,HelpText,AttrMod_BurstCount_Scale,AttrMod_Spread_PreAdd,AttrMod_AccRegen_PreAdd,AttrMod_AccMax_PostAdd,AttrMod_Knockback_PreAdd,AttrMod_AmmoRegen_Scale,AttrMod_ShotCost_Scale,DamageType,AttrMod_Radius_PreAdd,Spawn,AttrMod_CoolRate_Scale,AttrMod_CoolDelay_Scale
gd_weap_sniper_rifle.Prefix.Prefix_Quality2_Hard,p092,Prefix,,,,,Hard,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.3,1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Prefix.Prefix_Quality3_Fearsome,p093,Prefix,,,,,Fearsome,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.6,1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Prefix.Title_Accuracy1_Distant,p094,Prefix,,,,,Distant,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.5,,,,,,,,,,,,,,,-0.4,-0.15,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Prefix.Title_FireRate1_Liquid,p095,Prefix,,,,,Liquid,WeaponPartCost1_Common,WeaponPartRarity1_Common,2.5,1,,,,,,,,2,,,0.5,,,,,,-0.2,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.Title__SniperRifle,t072,Title,,,,,Sniper,WeaponPartCost1_Common,WeaponPartRarity1_Common,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.Title_Accuracy1_Hawkeye,t073,Title,,,,,Hawkeye,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.4,,,,,,,,,,,,,,,,-0.1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.Title_Damage1_Thunder,t074,Title,,,,,Thunder,WeaponPartCost1_Common,WeaponPartRarity1_Common,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.Title_LowAccuracy1_Gamble,t075,Title,,,,,Gamble,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,5,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.TitleM_Atlas1_Cyclops,t076,Title,10,"I have you in my eye, sir.",DC4646,,Cyclops,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.TitleM_Jakobs1_SkullMasher,t077,Title,10,Makes their brain hurt,DC4646,,Skullmasher,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.TitleM_Maliwan1_Volcano,t078,Title,10,Pele demands a sacrifice!,DC4646,,Volcano,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.TitleM_Vladof1_Surkov,t079,Title,10,For the Motherland.,DC4646,,Surkov,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.TitleU_Retail_Nailer,t080,Title,5,Thwack!,DC4646,,Nailer,WeaponPartCost0_Cheap,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Title.TitleU_Shep_ShepsElephantGun,t081,Title,10,Why don't you go shoot yourself an elephant?,DC4646,,Whitting's Elephant Gun,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.accnone,a056,Accessory,,,,,,WeaponPartCost0_Cheap,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc1_Rolling,a057,Accessory,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,p088,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc2_Explosive,a058,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,p027,Explosive,100,0,y015,9,p028,Explosive,100,32,y016,12,p029,Explosive,100,44,y017,15,p030,Explosive,100,56,y018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc2_Incendiary,a059,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,p032,Incendiary,100,32,y024,12,p033,Incendiary,100,44,y025,15,p034,Incendiary,100,56,y026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc2_Maliwan_Volcano_Incendiary,a060,Accessory,,,,Maliwan,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,16,,,,,,,,,,,,,,,,,,,-0.25,,,,,,,,,,,t078,6,,Incendiary,100,0,y024,9,,Incendiary,100,32,y025,12,,Incendiary,50,0,y025,15,,Incendiary,100,56,y026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc3_Corrosive,a061,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,p024,Corrosive,100,32,y020,12,p025,Corrosive,100,44,y021,15,p026,Corrosive,100,56,y022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc3_Shock,a062,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,p036,Shock,100,32,y027,12,p037,Shock,100,44,y028,15,p038,Shock,100,56,y029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc4_Heavy,a063,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,0.18,p089,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.acc.acc5_Long,a064,Accessory,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,2,,p090,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel1,b033,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel2,b034,Barrel,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,1,0.15,,,,,,,,,,,-0.2,0.2,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel2_Vladof_Surkov,b035,Barrel,,,,Vladof,,WeaponPartCost6_Legendary,WeaponPartRarity2_Uncommon,,1,0.25,,,,,,,2,,,0.4,,0.2,0.1,0.2,,-0.75,,-0.75,,,,,,,,,,,t079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel3,b036,Barrel,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,0.1,,,,,,,,,,,-0.3,-0.3,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel4,b037,Barrel,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,2,0.3,,,,,,,,,,,-0.1,-0.4,0.35,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel4_Jakobs_Skullmasher,b038,Barrel,,,,Jakobs,,WeaponPartCost6_Legendary,WeaponPartRarity3_Uncommoner,,,-2,,,,,,,,,,,,0.5,1,1,,,,,,,,5,,,,,,,t077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Barrel.barrel5,b039,Barrel,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,0.15,,,,,,,,,,,-0.4,-1.5,-0.5,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Body.body1,f025,Body,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,-0.08,,,,,,,,,,,,,,,GGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Body.body3,f026,Body,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,3,-0.15,,,,,,,,,,,,,-0.3,,VRR,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Body.body4,f027,Body,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,0.2,,,,,,,,,,,,,0.5,,DVL,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip1,g035,Grip,,,,Dahl,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip1a,g036,Grip,,,,Vladof,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip2,g037,Grip,,,,SandS Munitions,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip2a_Torgue,g038,Grip,,,,Torgue,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip3,g039,Grip,,,,Maliwan,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip3_Gearbox,g040,Grip,,,,Gearbox,,WeaponPartCost0_Cheap,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip4,g041,Grip,,,,Jakobs,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Grip.grip5,g055,Grip,,,,Atlas,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.mag.mag1,m026,Magazine,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.mag.mag3,m027,Magazine,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,3,0.21,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,9,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.mag.mag4,m028,Magazine,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,,,,,,,,,,,,,,,,-0.4,,-0.21,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight1,z026,Sight,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight2,z027,Sight,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,2,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight3,z028,Sight,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,3,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight4,z029,Sight,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,4,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight5,z030,Sight,,,,,,WeaponPartCost5_VeryRare,WeaponPartRarity5_VeryRare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,5,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight5_Atlas_Cyclops,z031,Sight,,,,Atlas,,WeaponPartCost6_Legendary,WeaponPartRarity4_Rare,,3,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,t076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,6,,,,,,,1,1.5,,,,,,,,,,,,,
gd_weap_sniper_rifle.Sight.sight_none,z032,Sight,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Stock.stock1,s015,Stock,,,,,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Stock.stock2,s016,Stock,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,,,,,,,,,,,,0.2,-0.1,-0.1,-0.4,,,0.3,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Stock.stock3,s017,Stock,,,,,,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,,1,,,,,,,,,,,0.4,-0.2,-0.2,-0.3,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Stock.stock4,s018,Stock,,,,,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,,,,,,,,,,,0.6,-0.3,-0.3,-0.8,,,0.2,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.Stock.stock5,s019,Stock,,,,,,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,,,,,,,,,,,,,0.8,-0.4,-0.4,-1,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.UniqueParts.Nailer_barrel3,u022,Barrel,,,,Dahl,,WeaponPartCost0_Cheap,WeaponPartRarity1_Common,,,0.25,p018,,,,,,,,,,-0.3,-0.3,,-0.5,,,,,,,,,,,,,,,t080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.UniqueParts.Nailer_Material,u023,Material,,,,Dahl,,WeaponPartCost0_Cheap,WeaponPartRarity1_Common,,,,,,,,,3,,,,-0.23,-0.6,0.15,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.UniqueParts.ShepsElephantGun_Material,u024,Material,,,,Jakobs,,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,,,0.2,,,,,,,,,1,,,,0.28,-0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle.UniqueParts.ShepsElephantGun_sight_none,u025,Sight,,,,Jakobs,,WeaponPartCost1_Common,WeaponPartRarity1_Common,,,1,p018,,,,,,,,,,,,,,,,,-0.35,4,,,,,,,,,,t081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Prefix.Prefix_Acc1_Brisk,p096,Prefix,,,,,Brisk,WeaponPartCost1_Common,WeaponPartRarity1_Common,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Prefix.Prefix_Acc4_Deep,p097,Prefix,,,,,Deep,WeaponPartCost1_Common,WeaponPartRarity1_Common,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Prefix.Prefix_Acc5_Sober,p098,Prefix,,,,,Sober,WeaponPartCost1_Common,WeaponPartRarity1_Common,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Prefix.Prefix_reload1_Vicious,p099,Prefix,,,,,Vicious,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.2,3,0.15,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.Title_Accuracy1_Lance,t082,Title,,,,,Lance,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2.4,1,0.15,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.Title_Damage1_Driver,t083,Title,,,,,Thunder,WeaponPartCost2_Uncommon,WeaponPartRarity2_Uncommon,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.Title_Tech1_Wrath,t084,Title,,,,,Wrath,WeaponPartCost3_Uncommoner,WeaponPartRarity3_Uncommoner,2.1,4,0.25,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.TitleM_Dahl1_Penetrator,t085,Title,10,Sniper Killer... Qu'est que c'est,DC4646,,Penetrator,WeaponPartCost1_Common,WeaponPartRarity2_Uncommon,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.TitleM_Hyperion1_Executioner,t086,Title,10,BAM BAM BAM BAM BAM!,DC4646,,Invader,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.TitleM_SandS1_Orion,t087,Title,10,A hunter lives among the stars...,DC4646,,Orion,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.TitleM_Torgue1_Cobra,t088,Title,10,I LIKE IT!,DC4646,,Cobra,WeaponPartCost1_Common,WeaponPartRarity6_Legendary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.TitleU_Reaver_ReaversEdge,t089,Title,5,The cutting edge,DC4646,,Reaver's Edge,WeaponPartCost4_Rare,WeaponPartRarity4_Rare,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd_weap_sniper_rifle_semiauto.Title.TitleU_Retail_Rider,t090,Title,5,Careful... you might put someone's eye out.,DC4646,,Rider,WeaponPartCost1_Common,WeaponPartRarity1_Common,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
